order,park,landbird?,Common Name,Latin Name,4-letter code,Present in GULN point count,‘Present’ in NPSpecies & classified as park breeding,landbird or not,food,where,guild
1324,SAAN,yes,Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1332,SAAN,yes,Vesper Sparrow,Pooecetes gramineus,VESP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1340,SAAN,yes,Purple Martin,Progne subis,PUMA,yes,no,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
1354,SAAN,yes,Vermilion Flycatcher,Pyrocephalus rubinus,VEFL,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1364,SAAN,yes,Great-tailed Grackle,Quiscalus mexicanus,GTGR,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
1368,SAAN,yes,Common Grackle,Quiscalus quiscula,COGR,no,no,,Omnivore, ground forager,Omnivore_ ground forager
46,SAAN,no,American Avocet,Recurvirostra americana,AMAV,no,yes,not landbird,NA,NA,NA_NA
1375,SAAN,yes,Ruby-crowned Kinglet,Regulus calendula,RCKI,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1383,SAAN,yes,Golden-crowned Kinglet,Regulus satrapa,GCKI,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1396,SAAN,yes,Black Phoebe,Sayornis nigricans,BLPH,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1397,SAAN,yes,Eastern Phoebe,Sayornis phoebe,EAPH,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1405,SAAN,yes,Say's Phoebe,Sayornis saya,SAPH,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
50,SAAN,no,American Woodcock,Scolopax minor,AMWO,no,yes,not landbird,NA,NA,NA_NA
1407,SAAN,yes,Ovenbird,Seiurus aurocapilla,OVEN,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1415,SAAN,yes,Rufous Hummingbird,Selasphorus rufus,RUHU,no,yes,,Nectarivore,NA,Nectarivore_NA
1419,SAAN,yes,Northern Parula,Setophaga americana,NOPA,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1426,SAAN,yes,Black-throated Blue Warbler,Setophaga caerulescens,BTBW,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1438,SAAN,yes,Cerulean Warbler,Setophaga cerulea,CERW,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1445,SAAN,yes,Hooded Warbler,Setophaga citrina,HOWA,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1452,SAAN,yes,Yellow-rumped Warbler,Setophaga coronata,YRWA,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1470,SAAN,yes,Blackburnian Warbler,Setophaga fusca,BLBW,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1478,SAAN,yes,Magnolia Warbler,Setophaga magnolia,MAWA,yes,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1613,SAAN,yes,Chestnut-sided Warbler,Setophaga pensylvanica,CSWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1620,SAAN,yes,Yellow Warbler,Setophaga petechia,YEWA,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1627,SAAN,yes,Pine Warbler,Setophaga pinus,PIWA,no,yes,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
1635,SAAN,yes,American Redstart,Setophaga ruticilla,AMRE,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1653,SAAN,yes,Black-throated Green Warbler,Setophaga virens,BTNW,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1660,SAAN,yes,Eastern Bluebird,Sialia sialis,EABL,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1679,SAAN,yes,Yellow-bellied Sapsucker,Sphyrapicus varius,YBSA,no,no,,Insectivore,bark excavator,Insectivore_bark excavator
1691,SAAN,yes,Lesser Goldfinch,Spinus psaltria,LEGO,yes,no,,Granivore, lower to upper canopy gleaner,Granivore_ lower to upper canopy gleaner
1693,SAAN,yes,American Goldfinch,Spinus tristis,AMGO,yes,yes,,Granivore, lower to upper canopy gleaner,Granivore_ lower to upper canopy gleaner
1700,SAAN,yes,Dickcissel,Spiza americana,DICK,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1708,SAAN,yes,Clay-colored Sparrow,Spizella pallida,CCSP,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1713,SAAN,yes,Chipping Sparrow,Spizella passerina,CHSP,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1721,SAAN,yes,Field Sparrow,Spizella pusilla,FISP,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1728,SAAN,yes,Northern Rough-winged Swallow,Stelgidopteryx serripennis,NRWS,yes,yes,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
54,SAAN,no,Forster's Tern,Sterna forsteri,FOTE,no,yes,not landbird,NA,NA,NA_NA
1735,SAAN,yes,Eurasian Collared-dove,Streptopelia decaocto,EUCD,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1,SAAN,no,Barred Owl,Strix varia,BADO,yes,yes,not landbird,NA,NA,NA_NA
1741,SAAN,yes,Eastern Meadowlark,Sturnella magna,EAME,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1749,SAAN,yes,Western Meadowlark,Sturnella neglecta,WEME,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1752,SAAN,yes,European Starling,Sturnus vulgaris,EUST,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
71,SAAN,no,Least Grebe,Tachybaptus dominicus,LEGR,no,no,not landbird,NA,NA,NA_NA
1767,SAAN,yes,Bewick's Wren,Thryomanes bewickii,BEWR,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1771,SAAN,yes,Carolina Wren,Thryothorus ludovicianus,CARW,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1907,SAAN,yes,Curve-billed Thrasher,Toxostoma curvirostre,CBTH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1910,SAAN,yes,Long-billed Thrasher,Toxostoma longirostre,LBTH,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1913,SAAN,yes,Brown Thrasher,Toxostoma rufum,BRTH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
16,SAAN,no,Lesser Yellowlegs,Tringa flavipes,LEYE,yes,yes,not landbird,NA,NA,NA_NA
70,SAAN,no,Greater Yellowlegs,Tringa melanoleuca,GRYE,no,no,not landbird,NA,NA,NA_NA
1920,SAAN,yes,House Wren,Troglodytes aedon,HOWR,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1928,SAAN,yes,Winter Wren,Troglodytes troglodytes,WIWR,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1935,SAAN,yes,American Robin,Turdus migratorius,AMRO,yes,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1942,SAAN,yes,Couch's Kingbird,Tyrannus couchii,COKI,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1948,SAAN,yes,Scissor-tailed Flycatcher,Tyrannus forficatus,STFL,yes,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1958,SAAN,yes,Eastern Kingbird,Tyrannus tyrannus,EAKI,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1966,SAAN,yes,Western Kingbird,Tyrannus verticalis,WEKI,yes,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1987,SAAN,yes,Bell's Vireo,Vireo bellii,BEVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1992,SAAN,yes,Yellow-throated Vireo,Vireo flavifrons,YTVI,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2000,SAAN,yes,Warbling Vireo,Vireo gilvus,WAVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2007,SAAN,yes,White-eyed Vireo,Vireo griseus,WEVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2015,SAAN,yes,Red-eyed Vireo,Vireo olivaceus,REVI,yes,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2022,SAAN,yes,Philadelphia Vireo,Vireo philadelphicus,PHVI,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2029,SAAN,yes,Blue-headed Vireo,Vireo solitarius,BHVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2041,SAAN,yes,White-winged Dove,Zenaida asiatica,WWDO,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2046,SAAN,yes,Mourning Dove,Zenaida macroura,MODO,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2054,SAAN,yes,White-throated Sparrow,Zonotrichia albicollis,WTSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2061,SAAN,yes,White-crowned Sparrow,Zonotrichia leucophrys,WCSP,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
377,VICK,no,Cooper's Hawk,Accipiter cooperii,COHA,no,yes,not landbird,NA,NA,NA_NA
80,VICK,yes,Red-winged Blackbird,Agelaius phoeniceus,RWBL,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
365,VICK,no,Wood Duck,Aix sponsa,WODU,yes,yes,not landbird,NA,NA,NA_NA
383,VICK,no,American Wigeon,Anas americana,AMWI,no,no,not landbird,NA,NA,NA_NA
384,VICK,no,Northern Shoveler,Anas clypeata,NSHO,no,no,not landbird,NA,NA,NA_NA
385,VICK,no,Green-winged Teal,Anas crecca,GWTE,no,no,not landbird,NA,NA,NA_NA
386,VICK,no,Blue-winged Teal,Anas discors,BWTE,no,no,not landbird,NA,NA,NA_NA
422,VICK,no,Mallard,Anas platyrhynchos,MALL,no,noa,not landbird,NA,NA,NA_NA
387,VICK,no,Gadwall,Anas strepera,GADW,no,no,not landbird,NA,NA,NA_NA
388,VICK,no,Anhinga,Anhinga anhinga,ANHI,no,no,not landbird,NA,NA,NA_NA
389,VICK,no,Greater White-fronted Goose,Anser albifrons,GWFG,no,no,not landbird,NA,NA,NA_NA
117,VICK,yes,Ruby-throated Hummingbird,Archilochus colubris,RTHU,yes,yes,,Nectarivore,NA,Nectarivore_NA
366,VICK,no,Great Egret,Ardea alba,GREG,yes,yes,not landbird,NA,NA,NA_NA
378,VICK,no,Great Blue Heron,Ardea herodias,GBHE,no,yes,not landbird,NA,NA,NA_NA
390,VICK,no,Lesser Scaup,Aythya affinis,LESC,no,no,not landbird,NA,NA,NA_NA
391,VICK,no,Ring-necked Duck,Aythya collaris,RNDU,no,no,not landbird,NA,NA,NA_NA
132,VICK,yes,Tufted Titmouse,Baeolophus bicolor,TUTI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
139,VICK,yes,Cedar Waxwing,Bombycilla cedrorum,CEDW,no,noa,,Frugivore, upper-canopy gleaner,Frugivore_ upper-canopy gleaner
376,VICK,no,Canada Goose,Branta canadensis,CANG,yes,noa,not landbird,NA,NA,NA_NA
379,VICK,no,Great Horned Owl,Bubo virginianus,GHOW,no,yes,not landbird,NA,NA,NA_NA
367,VICK,no,Cattle Egret,Bubulcus ibis,CAEG,yes,yes,not landbird,NA,NA,NA_NA
368,VICK,no,Red-tailed Hawk,Buteo jamaicensis,RTHA,yes,yes,not landbird,NA,NA,NA_NA
369,VICK,no,Red-shouldered Hawk,Buteo lineatus,RSHA,yes,yes,not landbird,NA,NA,NA_NA
380,VICK,no,Broad-winged Hawk,Buteo platypterus,BWHA,no,yes,not landbird,NA,NA,NA_NA
370,VICK,no,Green Heron,Butorides virescens,GRHE,yes,yes,not landbird,NA,NA,NA_NA
146,VICK,yes,Lapland Longspur,Calcarius lapponicus,LALO,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
392,VICK,no,Pectoral Sandpiper,Calidris melanotos,PESA,no,no,not landbird,NA,NA,NA_NA
151,VICK,yes,Chuck-will's-widow,Caprimulgus carolinensis,CWWI,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
158,VICK,yes,Whip-poor-will,Caprimulgus vociferus,EWPW,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
166,VICK,yes,Canada Warbler,Cardellina canadensis,CAWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
179,VICK,yes,Northern Cardinal,Cardinalis cardinalis,NOCA,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
371,VICK,no,Turkey Vulture,Cathartes aura,TUVU,yes,yes,not landbird,NA,NA,NA_NA
189,VICK,yes,Veery,Catharus fuscescens,VEER,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
196,VICK,yes,Hermit Thrush,Catharus guttatus,HETH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
203,VICK,yes,Gray-cheeked Thrush,Catharus minimus,GCTH,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
210,VICK,yes,Swainson's Thrush,Catharus ustulatus,SWTH,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
218,VICK,yes,Brown Creeper,Certhia americana,BRCR,no,no,,Insectivore, bark gleaner,Insectivore_ bark gleaner
225,VICK,yes,Belted Kingfisher,Ceryle alcyon,BEKI,no,yes,,Carnivore,freshwater-forager,Carnivore_freshwater-forager
232,VICK,yes,Chimney Swift,Chaetura pelagica,CHSW,yes,yes,,Insectivore,air hawker above canopy,Insectivore_air hawker above canopy
393,VICK,no,Killdeer,Charadrius vociferus,KILL,no,no,not landbird,NA,NA,NA_NA
394,VICK,no,Snow Goose,Chen caerulescens,SNGO,no,no,not landbird,NA,NA,NA_NA
254,VICK,yes,Common Nighthawk,Chordeiles minor,CONI,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
395,VICK,no,Bonaparte's Gull,Chroicocephalus philadelphia,BOGU,no,no,not landbird,NA,NA,NA_NA
396,VICK,no,Northern Harrier,Circus cyaneus,NOHA,no,no,not landbird,NA,NA,NA_NA
272,VICK,yes,Yellow-billed Cuckoo,Coccyzus americanus,YBCU,yes,yes,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
280,VICK,yes,Black-billed Cuckoo,Coccyzus erythropthalmus,BBCU,no,no,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
288,VICK,yes,Northern Flicker,Colaptes auratus,NOFL,yes,yes,,Insectivore,ground gleaner,Insectivore_ground gleaner
397,VICK,no,Northern Bobwhite,Colinus virginianus,NOBO,no,no,not landbird,NA,NA,NA_NA
297,VICK,yes,Rock Dove,Columba livia,ROPI,yes,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
318,VICK,yes,Eastern Wood-pewee,Contopus virens,EAWP,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
372,VICK,no,Black Vulture,Coragyps atratus,BLVU,yes,yes,not landbird,NA,NA,NA_NA
326,VICK,yes,American Crow,Corvus brachyrhynchos,AMCR,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
331,VICK,yes,Fish Crow,Corvus ossifragus,FICR,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
343,VICK,yes,Blue Jay,Cyanocitta cristata,BLJA,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
350,VICK,yes,Bobolink,Dolichonyx oryzivorus,BOBO,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
356,VICK,yes,Pileated Woodpecker,Dryocopus pileatus,PIWO,yes,yes,,Insectivore,bark excavator,Insectivore_bark excavator
362,VICK,yes,Gray Catbird,Dumetella carolinensis,GRCA,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
398,VICK,no,Little Blue Heron,Egretta caerulea,LBHE,no,no,not landbird,NA,NA,NA_NA
381,VICK,no,Snowy Egret,Egretta thula,SNEG,no,yes,not landbird,NA,NA,NA_NA
399,VICK,no,Tricolored Heron,Egretta tricolor,TRHE,no,no,not landbird,NA,NA,NA_NA
400,VICK,no,Swallow-tailed Kite,Elanoides forficatus,STKI,no,no,not landbird,NA,NA,NA_NA
446,VICK,yes,Willow Flycatcher,Empidonax traillii,WIFL,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
449,VICK,yes,Acadian Flycatcher,Empidonax virescens,ACFL,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
455,VICK,yes,Horned Lark,Eremophila alpestris,HOLA,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
401,VICK,no,White Ibis,Eudocimus albus,WHIB,no,no,not landbird,NA,NA,NA_NA
459,VICK,yes,Rusty Blackbird,Euphagus carolinus,RUBL,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
402,VICK,no,Merlin,Falco columbarius,MERL,no,no,not landbird,NA,NA,NA_NA
403,VICK,no,Peregrine Falcon,Falco peregrinus,PEFA,no,no,not landbird,NA,NA,NA_NA
404,VICK,no,American Kestrel,Falco sparverius,AMKE,no,no,not landbird,NA,NA,NA_NA
423,VICK,no,American Coot,Fulica americana,AMCO,no,noa,not landbird,NA,NA,NA_NA
405,VICK,no,Common Snipe,Gallinago gallinago,COSN,no,no,not landbird,NA,NA,NA_NA
475,VICK,yes,Kentucky Warbler,Geothlypis formosa,KEWA,yes,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
488,VICK,yes,Common Yellowthroat,Geothlypis trichas,COYE,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
496,VICK,yes,House Finch,Haemorhous mexicanus,HOFI,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
502,VICK,yes,Purple Finch,Haemorhous purpureus,PUFI,no,no,,Granivore, lower to upper canopy gleaner,Granivore_ lower to upper canopy gleaner
406,VICK,no,Bald Eagle,Haliaeetus leucocephalus,BAEA,no,no,not landbird,NA,NA,NA_NA
507,VICK,yes,Worm-eating Warbler,Helmitheros vermivorum ,WEWA,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
513,VICK,yes,Evening Grosbeak,Hesperiphona vespertina,EVGR,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
518,VICK,yes,Barn Swallow,Hirundo rustica,BARS,yes,yes,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
407,VICK,no,Caspian Tern,Hydroprogne caspia,CATE,no,no,not landbird,NA,NA,NA_NA
525,VICK,yes,Wood Thrush,Hylocichla mustelina,WOTH,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
532,VICK,yes,Yellow-breasted Chat,Icteria virens,YBCH,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
544,VICK,yes,Baltimore Oriole,Icterus galbula,BAOR,yes,yes,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
553,VICK,yes,Orchard Oriole,Icterus spurius,OROR,yes,yes,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
373,VICK,no,Mississippi Kite,Ictinia mississippiensis,MIKI,yes,yes,not landbird,NA,NA,NA_NA
562,VICK,yes,Dark-eyed Junco,Junco hyemalis,DEJU,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
568,VICK,yes,Loggerhead Shrike,Lanius ludovicianus,LOSH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
408,VICK,no,Herring Gull,Larus argentatus,HERG,no,no,not landbird,NA,NA,NA_NA
409,VICK,no,Ring-billed Gull,Larus delawarensis,RBGU,no,no,not landbird,NA,NA,NA_NA
576,VICK,yes,Orange-crowned Warbler,Leiothlypis celata,OCWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
584,VICK,yes,Tennessee Warbler,Leiothlypis peregrina,TEWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
592,VICK,yes,Nashville Warbler,Leiothlypis ruficapilla,NAWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
600,VICK,yes,Swainson's Warbler,Limnothlypis swainsonii,SWWA,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
410,VICK,no,Hooded Merganser,Lophodytes cucullatus,HOME,no,no,not landbird,NA,NA,NA_NA
411,VICK,no,Eastern Screech-Owl,Megascops asio,EASO,no,no,not landbird,NA,NA,NA_NA
612,VICK,yes,Red-bellied Woodpecker,Melanerpes carolinus,RBWO,yes,yes,,Insectivore,bark excavator,Insectivore_bark excavator
800,VICK,yes,Red-headed Woodpecker,Melanerpes erythrocephalus,RHWO,yes,yes,,Insectivore,air hawker under canopy,Insectivore_air hawker under canopy
374,VICK,no,Wild Turkey,Meleagris gallopavo,WITU,yes,yes,not landbird,NA,NA,NA_NA
805,VICK,yes,Swamp Sparrow,Melospiza georgiana,SWSP,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
812,VICK,yes,Lincoln's Sparrow,Melospiza lincolnii,LISP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
820,VICK,yes,Song Sparrow,Melospiza melodia,SOSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
828,VICK,yes,Northern Mockingbird,Mimus polyglottos,NOMO,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
836,VICK,yes,Black-and-white Warbler,Mniotilta varia,BAWW,no,yes,,Insectivore, bark gleaner,Insectivore_ bark gleaner
848,VICK,yes,Brown-headed Cowbird,Molothrus ater,BHCO,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
412,VICK,no,Wood Stork,Mycteria americana,WOST,no,no,not landbird,NA,NA,NA_NA
865,VICK,yes,Great Crested Flycatcher,Myiarchus crinitus,GCFL,yes,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
413,VICK,no,Yellow-crowned Night-Heron,Nyctanassa violacea,YCNH,no,no,not landbird,NA,NA,NA_NA
382,VICK,no,Black-crowned Night-Heron,Nycticorax nycticorax,BCNH,no,yes,not landbird,NA,NA,NA_NA
414,VICK,no,Ruddy Duck,Oxyura jamaicensis,RUDU,no,no,not landbird,NA,NA,NA_NA
415,VICK,no,Osprey,Pandion haliaetus,OSPR,no,no,not landbird,NA,NA,NA_NA
944,VICK,yes,Louisiana Waterthrush,Parkesia motacilla,LOWA,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
951,VICK,yes,Northern Waterthrush,Parkesia noveboracensis,NOWA,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
958,VICK,yes,House Sparrow,Passer domesticus,HOSP,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
966,VICK,yes,Savannah Sparrow,Passerculus sandwichensis,SAVS,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
